"id","lettre","mot","enonce","interp","regle"
"2721","C","Construire une muraille ","Se voir en rêve construire une muraille autour de soi,  ","annonce qu’il pourrait s’agir pour le sultan,  de protection contre les ennemis et les malheurs. Pour le savant, la publication de livres bénéfiques pour les gens. Pour l’ascète, la satisfaction de ses invocations pour le bien des gens et la délivrance pour lui. La fortune pour le pauvre ainsi qu’une épouse pour le célibataire.",
"2722","C","Construire une muraille ","Se voir en rêve construire une muraille autour de sa demeure,  ","annonce qu’il pourrait s’agir pour le sultan,  de protection contre les ennemis et les malheurs. Pour le savant, la publication de livres bénéfiques pour les gens. Pour l’ascète, la satisfaction de ses invocations pour le bien des gens et la délivrance pour lui. La fortune pour le pauvre ainsi qu’une épouse pour le célibataire.",
"2723","C","Construire une muraille ","Se voir en rêve construire une muraille autour de sa ville,  ","annonce qu’il pourrait s’agir pour le sultan,  de protection contre les ennemis et les malheurs. Pour le savant, la publication de livres bénéfiques pour les gens. Pour l’ascète, la satisfaction de ses invocations pour le bien des gens et la délivrance pour lui. La fortune pour le pauvre ainsi qu’une épouse pour le célibataire.",
"2724","C","Construire une pièce ","Se voir en rêve construire une chambre en gypse,  ","annonce qu’il pourrait s’agir  de mauvais actes.",
"2725","C","Construire une pièce ","Se voir en rêve construire une nouvelle chambre dans sa demeure,  ","annonce qu’il pourrait s’agir  de guérison pour le malade, le mariage du célibataire ou de sa fille au cas où il serait marié.",
"2726","C","Construire une pièce ","Se voir en rêve construire dans sa demeure une nouvelle chambre dans un endroit à accès difficile,  ","annonce qu’il pourrait s’agir de l’approche de la mort du malade.",
"2727","C","Construire une pièce ","Se voir en rêve construire dans sa demeure une nouvelle chambre et voir des plantes aromatiques chez lui,  ","annonce qu’il pourrait s’agir de l’approche de la mort du malade.",
"2728","C","Construire une pièce ","Se voir en rêve construire dans sa demeure une nouvelle chambre et voir des fleurs chez lui,  ","annonce qu’il pourrait s’agir de l’approche de la mort du malade.",
"2729","C","Construire une pièce ","Se voir en rêve construire dans sa demeure une nouvelle chambre et voir aussi chez lui des choses figurant le malheur,  ","annonce qu’il pourrait s’agir de l’approche de la mort du malade.",
"2730","C","Construire une pièce ","Se voir en rêve construire dans sa demeure une nouvelle chambre enduite en blanc,  ","annonce qu’il pourrait s’agir de l’approche de la mort du malade.",
"2731","C","Construire une pièce ","Se voir en rêve construire une chambre au dessus de sa demeure et voir son épouse pleurer et lamenter,  ","annonce qu’il pourrait se marier avec une deuxième épouse ou entretenir une concubine.",
"2732","C","Construire une pièce ","Se voir en rêve construire une chambre au dessus de sa demeure et voir son épouse lui demander de ne pas faire ce travail,  ","annonce qu’il pourrait se marier avec une deuxième épouse ou entretenir une concubine.",
"2733","C","Construire une pièce ","Se voir en rêve construire une pièce dans un cimetière,  ","annonce qu’il pourrait s’agir de l’approche de la mort pour le malade.",
"2734","C","Construire une pièce ","Voir en rêve sa pièce démolie et pouvoir achever sa reconstruction,  ","annonce qu’il pourrait s’agir de guérison notamment pour celui qui aurait mal au ventre.",
"2735","C","Construire une ville ","Voir en rêve des gens reconstruire une ville antique et démolie,  ","annonce qu’il pourrait s’agir  d’apparition ou naissance dans cet endroit d’un grand savant vertueux. ",
"2736","C","Construire, en général ","Se voir en rêve achevant la construction d’un bâtiment,  ","annonce qu’il pourrait s’agir  de réalisation des désirs en matière du savoir, du pouvoir ou dans le cadre de son métier.",
"2737","C","Construire, en général ","Se voir en rêve en train de construire un bâtiment,  ","annonce qu’il serait préoccupé par un travail important ou rassemblerait ses proches et amis pour partager un bonheur.",
"2738","C","Construire, en général ","Se voir en rêve en train de construire un bâtiment dans une localité,  ","annonce qu’il pourrait s’agir  de mariage avec une femme dans cet endroit.",
"2739","C","Construire, en général ","Se voir en rêve en train de construire un bâtiment dans un village,  ","annonce qu’il pourrait s’agir  de mariage avec une femme dans cet endroit.",
"2740","C","Construire, en général ","Se voir en rêve construire un bâtiment en gypse et briques et y mettre des images,  ","annonce qu’il pourrait être préoccupé par des futilités.",
"2741","C","Construire, en général ","Se voir en rêve construire un bâtiment en céramique,  ","annonce qu’il pourrait s’agir  d’hypocrisie.",
"2742","C","Construire, en général ","Se voir en rêve construire un bâtiment avec de la boue,  ","annonce qu’il pourrait s’agir  d’une fortune licite.",
"2743","C","Construire, en général ","Se voir en rêve construire un bâtiment  portant des gravures,  ","annonce qu’il pourrait s’agir  d’autorité et savoir. Cependant, il pourrait s’adonner à la diversion.",
"2744","C","Construire, en général ","Se voir en rêve rénover un bâtiment d’un despote,  ","annonce qu’il contribuerait à la renaissance de la tradition de ce despote.",
"2745","C","Construire, en général ","Voir en rêve qu’un endroit ruiné a été reconstruit et réhabilité,  ","annonce qu’il pourrait s’agir de consolidation de la foi ainsi que le retour droit chemin après égarement.",
"2746","C","Construire, en général ","Se voir en rêve rénover une vielle bâtisse d’un savant religieux,  ","annonce qu’il pourrait s’agir de revivification de la tradition de ce savant.",
"2747","C","Construire, en général ","Se voir en rêve réhabiliter une construction des pharaons,  ","annonce qu’il pourrait adopter leur comportement.",
"2748","C","Consultation ","Se voir en rêve consulter une personne perverse,  ","annonce qu’il pourrait s’agir d’antidote ou contrepoison suite à un empoisonnement, au cas où il serait un pervers. Si c’est un vertueux, ce rêve figure qu’il serait tenté par une hérésie.",
"2749","C","Consultation  ","Se voir en rêve consulter une personne vertueuse,  ","annonce qu’il pourrait s’agir de repentir pour le pervers. Si c’est un vertueux, il pourrait être à la recherche de bien et de vertu.",
"2750","C","Contrepoids d‘une quenouille ","Celle qui voit en rêve que le contre poids de sa quenouille est tombé,  ","annonce qu’il pourrait s’agir du désintéressement de son époux à son égard ou non aboutissement de ses affaires. Il pourrait aussi s’agir d’approche de la mort de sa fille.",
"2751","C","Contrepoids d‘une quenouille ","Celle qui se voit en rêve tenir une quenouille à deux contrepoids  ","annonce qu’elle pourrait se marier ainsi que sa sœur.",
"2752","C","Contrepoids d‘une quenouille ","Celle qui se voit en rêve trouver le contre poids  de la quenouille,  ","annonce qu’il pourrait s’agir d’accouchement d’une fille au cas où elle serait enceinte.",
"2753","C","Controverse ","Se voir en rêve contestant un Prophète sur lui le salut,  ","annonce qu’il pourrait s’agir d’accomplissement d’un acte d’hérésie. ",
"2754","C","Controverse ","Se voir en rêve en dispute avec l’ange Gabriel, sur lui le salut,    ","annonce que le rêveur serait dans une situation irrégulière au plan de la foi et risquerait de subir une sévère punition de la part d’Allah exalté soit-Il.",
"2755","C","Controverse ","Voir en rêve le Messager d’Allah sur lui la bénédiction et le salut, le contester,  ","annonce qu‘il pourrait s‘agir d‘un acte d‘hérésie.",
"2756","C","Coq  ","Se voir en rêve poser des œufs crus sous un coq et voir sortir des coqs de ces œufs,  ","annonce qu’il pourrait s’agir  de l’arrivée dans cet endroit d’un homme pour éduquer les enfants.",
"2757","C","Coq  ","Se voir en rêve devenir dans l’aspect d’un coq,  ","annonce qu’il pourrait s’agir de l’approche de la mort.",
"2758","C","Coq  ","Se voir en rêve égorger un coq,  ","annonce qu’il pourrait ne pas répondre à l’appel à la prière.",
"2759","C","Coq  ","Se voir en rêve égorger un coq à partir de la nuque,  ","annonce qu’il pourrait avoir des rapports sexuels illicites avec un esclave (via son cul).",
"2760","C","Coquillage ","Celle qui voit en rêve un coquillage,  ","annonce qu’il pourrait s’agir d’un accouchement difficile au cas où elle serait enceinte.",
"2761","C","Coquillage ","Se voir en rêve écrire des versets du Saint Coran sur du coquillage,  ","annonce qu’il pourrait expliquer les versets du Saint Coran en s’appuyant sur ses opinions personnelles.",
"2762","C","Coquille d‘œufs ","Se voir en rêve manger des œufs cuits sans coquille,  ","annonce qu’il pourrait s’agir  de fortune et aisance.",
"2763","C","Coquille d‘œufs ","Se voir en rêve manger la coquille de l’œuf,  ","annonce  qu’il pourrait être un déterreur de tombes. ",
"2764","C","Corail ","Celle qui voit en rêve un pendentif disposé en perles et corail,  ","annonce qu’il pourrait s’agir de piété et apprentissage du Saint Coran, selon la quantité de perles vues et leur splendeur.",
"2765","C","Corail ","Se voir en rêve porter une couronne de rubicelle et corail,  ","annonce qu’il pourrait s’agir de gloire et puissance grâce à une belle femme.",
"2766","C","Coran Karim ","Se voir en rêve prononcer des versets coraniques devant un groupe de djinns qui l’écoutent,  ","annonce qu’il pourrait s’agir de pouvoir et autorité. En effet, Le Très-Haut a dit « Dis: ""Il m‘a été révélé qu‘un groupe de djinns prêtèrent l‘oreille, puis dirent: ""Nous avons certes entendu une Lecture (le Coran) merveilleuse, (Al-Jinn, 1).",
"2767","C","Coran Karim ","Se voir en rêve enseignant le Coran aux djinns,  ","annonce qu’il pourrait s’agir de pouvoir et autorité. En effet, Le Très-Haut a dit « Dis: ""Il m‘a été révélé qu‘un groupe de djinns prêtèrent l‘oreille, puis dirent: ""Nous avons certes entendu une Lecture (le Coran) merveilleuse,», (Al-Jinn, 1).",
"2768","C","Coran Karim ","Se voir en rêve vêtu en blanc, accomplir une prière en récitant le Saint Coran convenablement, mais pas dans la direction de la Mecque,  ","annonce qu’il pourrait partir en pèlerinage.  En effet, Le Très-Haut a dit « A Allah seul appartiennent l’Est et l’Ouest. Où que vous vous tourniez, la Face (direction) d’Allah est donc là, car Allah a la grâce immense; Il est Omniscient. », (Al-Baqara, 115).",
"2769","C","Coran Karim ","Se voir en rêve conduire la prière d’un groupe mais ne pas réciter le Saint Coran convenablement,  ","annonce qu’il pourrait s’agir de non réalisation d’un désir.",
"2770","C","Coran Karim ","Voir en rêve les récitants du Coran réunis dans un endroit,  ","annonce qu’il pourrait s’agir d’une réunion, dans ce même endroit, de personnages importants notamment des hommes d’autorité, des commerçants et des savants.",
"2771","C","Coran Karim ","Se voir en rêve lire un verset coranique écrit sur sa tunique,  ","annonce qu’il pourrait s’agir de son attachement au Saint Coran.",
"2772","C","Coran Karim ","Se voir en rêve avoir appris par cœur le Saint Coran,  ","annonce qu’il pourrait s’agir de souveraineté. En effet, Le Très-Haut a dit «Et (Joseph) dit: ‘‘Assigne-moi les dépôts du territoire: je suis bon gardien et connaisseur’’.», (Youssouf, 55). Ceci pour celui qui n’a pas apprit le Saint Coran par cœur en état d’éveil.",
"2773","C","Coran Karim ","Se voir en rêve entrer dans un cimetière en récitant le saint Coran,  ","annonce qu’il pourrait fréquenter les gens du bien ainsi que les cercles des vertueux glorifiant Le Très-Haut et en profiter pour consolider sa foi. Ceci pour celui qui  serait en bonne santé en état d’éveil.",
"2774","C","Coran Karim ","Se voir en rêve entendre la récitation du Saint Coran et ne pas en saisir le sens,  ","annonce qu’il pourrait s’agir d’un malheur de la part du Très-Haut ou du sultan. En effet, Le Très-Haut a dit « Et ils dirent: ‘‘Si nous avions écouté ou raisonné, nous ne serions pas parmi les gens de la Fournaise’’.», (Al-Moulk, 10).",
"2775","C","Coran Karim ","Se voir en rêve achever la récitation de la totalité du Saint Coran,  ","annonce qu’il pourrait s’agir de beaucoup de bienfaits ainsi que réalisation des désirs.",
"2776","C","Coran Karim ","Se voir en rêve entendre la récitation du Saint Coran,  ","annonce qu’il pourrait s’agir de consolidation du pouvoir, protection contre les ennemies ainsi qu’une fin très favorable. En effet, Le Très-Haut a dit « Et quand tu lis le Coran, Nous plaçons, entre toi et ceux qui ne croient pas en l’au-delà, un voile invisible,», (Al-Isrâ, 45).",
"2777","C","Coran Karim ","Se voir en rêve réciter le saint Coran sans regarder dans le Livre,  ","annonce qu’il pourrait être sur le droit chemin, bienveillant sur la restitution des dépôts des gens et les incitant à faire du bien et rompre avec les péchés. En effet, Le Très-Haut a dit « Mais ils ne sont pas tous pareils. Il est, parmi les gens du Livre, une communauté droite qui, aux heures de la nuit, récite les versets d’Allah en se prosternant. Ils croient en Allah et au Jour dernier, ordonnent le convenable, interdisent le blâmable et concourent aux bonnes œuvres. Ceux-là sont parmi les gens de bien.», (‘Âl ‘Imrân, 113-114).",
"2778","C","Coran Karim ","Se voir en rêve nu et lire le Saint Coran,  ","annonce qu’il pourrait être préoccupé par ses passions.",
"2779","C","Coran Karim ","Se voir en rêve lire un verset de clémence et lorsqu’il arrive à un verset de malheur ou de menace il ne peut pas le lire,  ","annonce qu’il pourrait s’agir de délivrance après gênes.",
"2780","C","Coran Karim ","Se voir en rêve lire un verset de malheur ou menace et lorsqu’il arrive à un verset de clémence il ne peut pas le lire,  ","annonce qu’il pourrait s’agir de persistance des gênes.",
"2781","C","Coran Karim ","Se voir en rêve entrer dans une église en récitant Le Saint Coran,  ","annonce qu’il pourrait s’agir de victoire au cas où ile serait en guerre ou bien qu’il inciterait les gens de son entourage au repentir et à la renonciation aux péché et aux actes hérétiques.",
"2782","C","Coran, Ecrire Le Saint Coran ","Se voir en rêve écrire le Saint Coran sur le sol,  ","annonce qu’il pourrait s’agir d’athéisme.",
"2783","C","Coran, Ecrire Le Saint Coran ","Se voir en rêve écrire des versets du Saint Coran sur un objet en poterie,  ","annonce qu’il pourrait expliquer les versets du Saint Coran en s’appuyant sur ses opinions personnelles.",
"2784","C","Coran, Ecrire Le Saint Coran ","Se voir en rêve écrire des versets du Saint Coran sur du coquillage,  ","annonce qu’il pourrait expliquer les versets du Saint Coran en s’appuyant sur ses opinions personnelles.",
"2785","C","Coran, Gravure ","Se voir en rêve graver des versets du Saint Coran sur une pierre,  ","annonce qu’il pourrait instruire des ignorants.",
"2786","C","Coran, Livre, Mus-haf ","Celle qui voit en rêve le Saint  Coran,  ","annonce qu’il pourrait s’agir de sagesse, mariage ou progéniture.",
"2787","C","Coran, Livre, Mus-haf ","Se voir en rêve chuter d’une montagne et prendre un Coran,  ","annonce qu’il pourrait s’agir de repentir.",
"2788","C","Coran, Livre, Mus-haf ","Se voir en rêve chuter d’une colline et tomber dans un endroit et trouver un exemplaire du Saint Coran,  ","annonce qu’il pourrait s’agir de repentir.",
"2789","C","Coran, Livre, Mus-haf ","Se voir en rêve lire le Coran dans un Mus’haf (Livre),  ","annonce qu’il pourrait s’agir de sagesse, gloire, réputation et consolidation de la foi.",
"2790","C","Coran, Livre, Mus-haf ","Voir en rêve que son Mus’haf lui a été retiré,  ","annonce qu’il pourrait perdre totalement son savoir.",
"2791","C","Coran, Livre, Mus-haf ","Se voir en rêve tenir un Mus’haf,  ","annonce qu’il pourrait s’agir d’ennuis, chagrins et gênes. Il pourrait aussi être trompé. Ceci pour celui qui serait un écrivain en état d’éveil.",
"2792","C","Coran, Livre, Mus-haf ","Se voir en rêve tenir un Mus’haf et en l’ouvrant ne pas y trouver de texte,  ","annonce qu’il pourrait avoir une apparence qui ne reflète pas le fond de lui-même.",
"2793","C","Coran, Livre, Mus-haf ","Se voir en rêve brûler un Mus’haf,  ","annonce qu’il pourrait s’agir de corruption de la foi.",
"2794","C","Coran, Livre, Mus-haf ","Se voir en rêve vendre un Mus’haf,  ","annonce qu’il pourrait s’agir de turpitudes.",
"2795","C","Coran, Livre, Mus-haf ","Se voir en rêve uriner sur un Mus’haf,  ","annonce qu’il pourrait s’agir d’un fils qui apprendrait le saint Coran par cœur.",
"2796","C","Coran, Livre, Mus-haf ","Se voir en rêve voler un Mus’haf,  ","annonce qu’il pourrait négliger ou oublier ses prières obligatoires.",
"2797","C","Coran, Livre, Mus-haf ","Se voir en rêve chuter d’un arbre et trouver un Mus’haf,  ","annonce qu’il pourrait s’agir de repentir.",
"2798","C","Coran, Livre, Mus-haf ","Se voir en rêve chuter d’un roc et trouver un Mus’haf,  ","annonce qu’il pourrait s’agir de repentir.",
"2799","C","Coran, Livre, Mus-haf ","Se voir en rêve dormir sur un Mus’haf,  ","annonce qu’il pourrait ne pas prendre soin de ce qu’il a appris par cœur du Saint Coran. ",
"2800","C","Coran, Livre, Mus-haf ","Se voir en rêve manger des feuilles du Mus’haf,  ","annonce qu’il pourrait demander une contrepartie pour des copies du Saint Coran,  gagner sa vie en exploitant le Saint Coran ou en général par des moyens illicites ou inappropriés.",
"2801","C","Coran, Livre, Mus-haf ","Se voir en rêve apprendre le saint Coran dans des livres,  ","annonce qu’il pourrait s’agir de repentir.",
"2802","C","Coran, Livre, Mus-haf ","Se voir en rêve donner un baiser au Saint Coran,  ","annonce qu’il pourrait s’acquitter convenablement de ses obligations.",
"2803","C","Coran, Livre, Mus-haf ","Se voir en rêve chuter d’un palmier et trouver un Mus’haf,   ","annonce qu’il pourrait s’agir de repentir.",
"2804","C","Coran, Sourate  4 An-Nisâ’ ","Se voir en rêve lire Sourate An-Nisâ,  ","annonce qu’il pourrait s’agir de longévité et justice dans la répartition des héritages. Il pourrait aussi disposer d’un héritage de la part de femmes.",
"2805","C","Coran, Sourate 1 Al-Fâtiha ","Se voir en rêve lire Sourate Al-Fâtiha,  ","annonce qu’il pourrait être comblé de bienfaits protégé contre le mal.",
"2806","C","Coran, Sourate 10 Yoûnous ","Se voir en rêve lire Sourate Yoûnous,  ","annonce qu’il pourrait s’agir de consolidation de la foi et de protection contre les ruses et les actes de sorcellerie.",
"2807","C","Coran, Sourate 100 Al-’Âdiyât ","Se voir en rêve lire Sourate Al-’Âdiyât,  ","annonce qu’il pourrait s’approprier des chevaux.",
"2808","C","Coran, Sourate 101 Al-Qâri’a ","Se voir en rêve lire Sourate Al-Qâri’a,  ","annonce qu’il pourrait s’agir d’adoration et piété.",
"2809","C","Coran, Sourate 102 At-Takâthour ","Se voir en rêve lire Sourate At-Takâthour,  ","annonce qu’il pourrait ne pas être préoccupé par la fortune.",
"2810","C","Coran, Sourate 103 Al-’Asr ","Se voir en rêve lire Sourate Al-’Asr,  ","annonce qu’il pourrait s’agir d’endurance, être appuyé pour défendre la vérité ainsi que d’importants gains après une perte.",
"2811","C","Coran, Sourate 104 Al-Houmaza  ","Se voir en rêve lire Sourate Al-Houmaza,  ","annonce qu’il pourrait s’agir d’une fortune qu’il dépenserait dans des actes de bienfaisance.",
"2812","C","Coran, Sourate 105 Al-Fîl ","Se voir en rêve lire Sourate Al-Fîl,  ","annonce qu’il pourrait s’agir d’une victoire sur les ennemis ou une conquête.",
"2813","C","Coran, Sourate 106 Qouraych ","Se voir en rêve lire Sourate Qouraych,  ","annonce qu’il pourrait s’agir de bienveillance sur les pauvres ainsi que l’amitié avec les croyants.",
"2814","C","Coran, Sourate 107 Al-Mâ’oûn ","Se voir en rêve lire Sourate Al-Mâ’oûn,  ","annonce qu’il pourrait vaincre ses adversaires.",
"2815","C","Coran, Sourate 108 Al-Kawthar ","Se voir en rêve lire Sourate Al-Kawthar,  ","annonce qu’il pourrait s’agir de bienfaits dans les deux mondes.",
"2816","C","Coran, Sourate 109 Al-Kâfiroûn ","Se voir en rêve lire Sourate Al-Kâfiroûn,  ","annonce qu’il pourrait être appuyé dans sa lutte contre les mécréants.",
"2817","C","Coran, Sourate 11 Hoûd ","Se voir en rêve lire Sourate Hoûd,  ","annonce qu’il pourrait s’agir de fortune et progéniture.",
"2818","C","Coran, Sourate 110 An-Nasr ","Se voir en rêve lire Sourate An-Nasr,  ","annonce qu’il pourrait s’agir de victoire sur les ennemis ou approche de la mort. ",
"2819","C","Coran, Sourate 111 Al-Masad ","Se voir en rêve lire Sourate Al-Masad,  ","annonce qu’il pourrait s’agir de certains hypocrites qui voudraient lui faire du mal mais Le Très-Haut les ferait périr.",
"2820","C","Coran, Sourate 112 Al-’Ikhlâs ","Se voir en rêve lire Sourate Al-’Ikhlâs,  ","annonce qu’il pourrait s’agir de réalisation des désirs, aisance, bonheur, bonne réputation ainsi que protection contre les défauts risquant de ternir ses opinions monothéistes. Ce rêve figure aussi qu’il pourrait s’agir d’une progéniture limitée ou de l’approche d la mort.",
"2821","C","Coran, Sourate 113 Al-Falaq ","Se voir en rêve lire Sourate Al-Falaq,  ","annonce qu’il pourrait être protégé par Le Très-Haut contre le mal provenant d’êtres humains, animaux et djinns.",
"2822","C","Coran, Sourate 114 An-Nâs ","Se voir en rêve lire Sourate An-Nâs,  ","annonce qu’il pourrait s’agir d’une protection contre les malheurs ainsi que les maux de Satan, des diables et leurs hantises.",
"2823","C","Coran, Sourate 12 Yoûsouf ","Se voir en rêve lire Sourate Yoûsouf,  ","annonce qu’il pourrait être victime d’une injustice avant d’être innocenté par la suite et disposer d’une souveraineté.",
"2824","C","Coran, Sourate 13 Ar-Ra’d ","Se voir en rêve lire Sourate Ar-Ra’d,  ","annonce qu’il pourrait s’agir de beaucoup d’invocations. Il pourrait aussi avoir de la canitie très tôt.",
"2825","C","Coran, Sourate 14 ‘Ibrâhîm ","Se voir en rêve lire Sourate ‘Ibrâhîm,  ","annonce qu’il pourrait s’agir de consolidation de la foi et persévérance dans le droit chemin.",
"2826","C","Coran, Sourate 15 Al-Hijr ","Se voir en rêve lire Sourate Al-Hijr,  ","annonce qu’il pourrait s’agir de satisfaction du Très-Haut à son égard ainsi qu’une bonne réputation auprès des gens.",
"2827","C","Coran, Sourate 16 An-Nahl ","Se voir en rêve lire Sourate An-Nahl,  ","annonce qu’il pourrait s’agir d’acquisition du savoir ainsi que guérison pour le malade.",
"2828","C","Coran, Sourate 17 Al-’Isrâ’ ","Se voir en rêve lire Sourate Al-’Isrâ’,  ","annonce qu’il pourrait s’agir d’une grande estime auprès du Très-haut et de victoire sur les ennemis.",
"2829","C","Coran, Sourate 18 Al-Kahf ","Se voir en rêve lire Sourate Al-Kahf,  ","annonce qu’il pourrait s’agir de réalisation des désirs et longévité au point de souhaiter la mort.",
"2830","C","Coran, Sourate 19 Maryam ","Se voir en rêve lire Sourate Maryam,  ","annonce qu’il pourrait raviver la tradition des prophètes sur eux le salut. Il pourrait aussi être indûment victime d’une accusation mensongère dont il prouverait son innocence par la suite.",
"2831","C","Coran, Sourate 2 Al-Baqara ","Se voir en rêve lire Sourate Al-Baqara,  ","annonce qu’il pourrait s’agir longévité et consolidation de la foi.",
"2832","C","Coran, Sourate 20 Tâ-Hâ ","Se voir en rêve lire Sourate Tâ-Hâ,  ","annonce qu’il pourrait s’agir d’une protection contre les actes de sorcellerie.",
"2833","C","Coran, Sourate 21 Al-’Anbiyâ’ ","Se voir en rêve lire Sourate Al-’Anbiyâ’,  ","annonce qu’il pourrait s’agir de délivrance, aisance, savoir et piété.",
"2834","C","Coran, Sourate 22 Al-Hajj ","Se voir en rêve lire Sourate Al-Hajj,  ","annonce qu’il pourrait s’agir de plusieurs voyages en pèlerinage.",
"2835","C","Coran, Sourate 23 Al-Mou’minoûn ","Se voir en rêve lire Sourate Al-Mou’minoûn,  ","annonce qu’il pourrait s’agir de consolidation de la foi et une bonne fin.",
"2836","C","Coran, Sourate 24 An-Noûr ","Celle qui se voit en rêve lire le verset du Saint Coran «La fornicatrice et le fornicateur, fouettez-les chacun de cent coups de fouet. Et ne soyez point pris de pitié pour eux dans l‘exécution de la loi d‘Allah - si vous croyez en Allah et au Jour dernier. Et qu‘un groupe de croyants assiste à leur punition.» (An-Noûr, 2),  ","annonce qu’il pourrait s’agir de survenance d’un acte d’adultère.",
"2837","C","Coran, Sourate 24 An-Noûr ","Se voir en rêve lire Sourate An-Noûr,  ","annonce que Le Très-Haut pourrait éclairer son cœur et sa tombe.",
"2838","C","Coran, Sourate 25 Al-Fourqân ","Se voir en rêve lire Sourate Fourqân,  ","annonce qu’il pourrait trancher facilement entre la vérité et le faux.",
"2839","C","Coran, Sourate 26 Ach-Chou’arâ’ ","Se voir en rêve lire Sourate Ach-Chou’arâ’,  ","annonce qu’il pourrait s’agir d’une protection contre les turpitudes.",
"2840","C","Coran, Sourate 27 An-Naml ","Se voir en rêve lire Sourate An-Naml,  ","annonce qu’il pourrait s’agir de souveraineté.",
"2841","C","Coran, Sourate 28 Al-Qasas ","Se voir en rêve lire Sourate Al-Qasas,  ","annonce qu’il pourrait s’agir d’une fortune licite.",
"2842","C","Coran, Sourate 29 Al-’Ankaboût ","Se voir en rêve lire Sourate Al-’Ankaboût,  ","annonce qu’il pourrait s’agir dune bonne protection par Le Très-Haut pendant toute sa vie.",
"2843","C","Coran, Sourate 3 ‘Âl ‘Imrân ","Se voir en rêve lire Sourate ‘Âl ‘Imrân,  ","annonce qu’il pourrait s’agir d’intelligence, une âme bénie et serait un grand défenseur de la vérité devant les gens du faux.",
"2844","C","Coran, Sourate 30 Ar-Roûm ","Se voir en rêve lire Sourate Ar-Roûm ,  ","annonce qu’il pourrait s’agir de conquête d’une localité de mécréants ou de la guidance de certaines personnes vers le droit chemin.",
"2845","C","Coran, Sourate 31 Louqmân ","Se voir en rêve lire Sourate Louqmân,  ","annonce qu’il pourrait s’agir de sagesse.",
"2846","C","Coran, Sourate 32 As-Sajda ","Se voir en rêve lire Sourate As-Sajda,  ","annonce qu’il pourrait mourir en position de prosternation et être agrée par Le Très-Haut.",
"2847","C","Coran, Sourate 33 Al-’Ahzâb ","Se voir en rêve lire Sourate Al-’Ahzâb,  ","annonce qu’il pourrait s’agir de piété et persistance dans le droit chemin.",
"2848","C","Coran, Sourate 34 Saba’ ","Se voir en rêve lire Sourate Saba’,  ","annonce qu’il pourrait s’agir d’ascétisme et solitude.",
"2849","C","Coran, Sourate 35 Fâtir ","Se voir en rêve lire Sourate Fâtir,  ","annonce qu’il pourrait s’agir de bienfaits.",
"2850","C","Coran, Sourate 36 Yâ-Sîn ","Se voir en rêve lire Sourate Yâ-Sîn,  ","annonce qu’il pourrait s’agir de l’amour de la famille du Messager d’Allah sur lui la bénédiction et le salut.",
"2851","C","Coran, Sourate 37 As-Sâffât ","Se voir en rêve lire Sourate As-Sâffât,  ","annonce qu’il pourrait s’agir d’un fils pieux et obéissant.",
"2852","C","Coran, Sourate 38 Sâd ","Se voir en rêve lire Sourate Sâd,  ","annonce qu’il pourrait s’agir de fortune et d’excellence dans son métier.",
"2853","C","Coran, Sourate 39 Az-Zoumar ","Se voir en rêve lire Sourate Az-Zoumar,  ","annonce qu’il pourrait s’agir de consolidation de la foi ainsi qu’une bonne fin.",
"2854","C","Coran, Sourate 40 Ghâfir ","Se voir en rêve lire Sourate Ghâfir ,  ","annonce qu’il pourrait s’agir d’élévation du rang et d’une bonne fin. Il pourrait s’agir aussi d’une personne bénie comblée de bienfaits.",
"2855","C","Coran, Sourate 41 Foussilat ","Se voir en rêve lire Sourate Foussilat,  ","annonce qu’il pourrait être de ceux qui incitent les gens au chemins de la vérité et avoir beaucoup de fidèles.",
"2856","C","Coran, Sourate 42 Ach-Choûrâ ","Se voir en rêve lire Sourate Ach-Choûrâ,  ","annonce qu’il pourrait s’agir de longévité.",
"2857","C","Coran, Sourate 43 Az-Zoukhrouf ","Se voir en rêve lire Sourate Az-Zoukhrouf,  ","annonce qu’il pourrait s’agir d’une personne véridique dans ses propos.",
"2858","C","Coran, Sourate 44 Ad-Doukhân ","Se voir en rêve lire Sourate Ad-Doukhân,  ","annonce qu’il pourrait s’agir d’enrichissement.",
"2859","C","Coran, Sourate 45 Al-Jâthiya ","Se voir en rêve lire Sourate Al-Jâthiya,  ","annonce qu’il pourrait s’agir passer le reste de sa vie sur le droit chemin.",
"2860","C","Coran, Sourate 46 Al-’Ahqâf ","Se voir en rêve lire Sourate Al-’Ahqâf,  ","annonce qu’il pourrait assister  à des merveilles dans ce monde.",
"2861","C","Coran, Sourate 47 Muhammad ","Se voir en rêve lire Sourate Mouhammad,  ","annonce qu’il pourrait s’agir de la consolidation de son comportement.",
"2862","C","Coran, Sourate 48 Al-Fat-h ","Se voir en rêve lire Sourate Al-Fat-h,  ","annonce qu’il pourrait s’agir de participation au Jihad.",
"2863","C","Coran, Sourate 49 Al-Houjourât ","Se voir en rêve lire Sourate Al-Houjourât,  ","annonce qu’il pourrait garder de bonnes relations avec les siens.",
"2864","C","Coran, Sourate 5 Al-Mâ’ida ","Se voir en rêve lire Sourate Al-Mâ’ida,  ","annonce qu’il pourrait s’agir d’élévation du rang, piété et consolidation de la foi.",
